hour_index,datetime, global_horizontal_irradiance , direct_normal_irradiance , diffuse_horizontal_irradiance , dry_bulb_temperature , windspeed , albedo , solar_altitude_angle , solar_azimuth_angle , solar_incident_angle , horizon_elevation_angle , tracker_roll_angle , adjusted_ghi , poa_direct_irradiance , poa_diffuse_irradiance , poa_reflected_irradiance , shaded_direct_irradiance , shaded_diffuse_irradiance , shaded_reflected_irradiance , effective_direct_irradiance , effective_diffuse_irradiance , effective_reflected_irradiance , soiled_irradiance , total_irradiance , nameplate_power , avg_cell_temp , module_irradiance_derated_power , module_mpp_power , module_power , optimizer_input_power , optimizer_output_power , optimal_dc_power , optimal_dc_voltage , inverter_overpower_loss , inverter_underpower_loss , inverter_overvoltage_loss , inverter_undervoltage_loss , actual_dc_power , actual_dc_voltage ,ac_power ,pv_kw 
6228,9/17/2025 11:00,506.67,,137.77,14.7,5.73,0.2,34.66,174.4,55.94, -   ,,506.67,363.3,140.86,0.77,363.3,140.86,0.07,349.03,134.51,0.02,473.89,473.88,"397,795.75",24.89,"397,429.12","397,546.12","385,208.60", -   , -   ,"383,782.12",463.47, -   , -   , -   , -   ,"383,782.12",463.47,"373,450.80",371.584
6229,9/17/2025 12:00,523.75,,106.18,15.42,5.22,0.2,34.15,192.59,56.4, -   ,,523.75,411.22,109.32,0.8,411.22,109.32,0.07,394.59,104.39,0.02,489.02,489.03,"410,495.80",26.29,"410,327.10","408,340.66","395,062.28", -   , -   ,"393,546.03",461.22, -   , -   , -   , -   ,"393,546.03",461.22,"382,857.90",380.944
6230,9/17/2025 13:00,468.92,,109.5,15.83,4.87,0.2,31.18,210.07,59.19, -   ,,468.92,353.96,112.38,0.71,353.96,112.38,0.06,336.95,107.31,0.02,435.39,435.29,"365,381.25",25.73,"364,438.10","363,170.72","350,953.16", -   , -   ,"349,722.50",461.47, -   , -   , -   , -   ,"349,722.50",461.47,"340,354.90",338.653
6231,9/17/2025 14:00,375.23,,109.33,15.91,5.46,0.2,26.16,226.2,64.02, -   ,,375.23,261.86,111.94,0.57,261.86,111.94,0.05,244.8,106.89,0.02,344.68,344.68,"289,318.50",23.45,"287,087.66","288,186.47","278,628.30", -   , -   ,"277,834.10",463.71, -   , -   , -   , -   ,"277,834.10",463.71,"270,581.40",269.229
6232,9/17/2025 15:00,258.55,,103.65,15.6,5.18,0.2,19.64,240.87,70.42, -   ,,258.55,152.55,104.81,0.39,152.55,104.81,0.03,137.13,100.09,0.01,232.48,232.33,"195,007.06",20.78,"191,366.56","193,812.62","187,565.06", -   , -   ,"187,181.16",463.37, -   , -   , -   , -   ,"187,181.16",463.37,"182,183.23",181.272
6233,9/17/2025 16:00,141.15,,67.02,14.94,3.72,0.2,12.14,254.39,77.87, -   ,,141.15,73.01,67.77,0.21,73.01,67.77,0.02,60.23,64.71,0.01,122.45,122.49,"102,806.30",17.94,"98,619.27","100,785.08","97,376.33", -   , -   ,"97,249.01",461.49, -   , -   , -   , -   ,"97,249.01",461.49,"94,414.09",93.942
6234,9/17/2025 17:00,43.07,,29.23,14.06,3.68,0.2,4.14,267.21,82.93, -   ,,43.07,19.43,32.32,0.07,1.67,32.32,0.01,1.41,30.86,0,31.62,31.61,"26,529.48",14.83,"22,951.72","23,839.73","23,059.91", -   , -   ,"23,053.69",442.77, -   , -   , -   , -   ,"23,053.69",442.77,"21,977.19",21.867
6235,9/17/2025 18:00, -   ,, -   ,13.15,2.79,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6236,9/17/2025 19:00, -   ,, -   ,12.28,2.93,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6237,9/17/2025 20:00, -   ,, -   ,11.52,3.81,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6238,9/17/2025 21:00, -   ,, -   ,10.72,3.23,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6239,9/17/2025 22:00, -   ,, -   ,9.91,3.29,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6240,9/17/2025 23:00, -   ,, -   ,9.12,4.46,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6241,9/18/2025 0:00, -   ,, -   ,8.51,4.44,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6242,9/18/2025 1:00, -   ,, -   ,7.92,4.13,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6243,9/18/2025 2:00, -   ,, -   ,7.55,2.56,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6244,9/18/2025 3:00, -   ,, -   ,7.22,2.63,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6245,9/18/2025 4:00, -   ,, -   ,7,2.06,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6246,9/18/2025 5:00,1.53,,1.53,7.09,1.64,0.2,-0.94,85.21,85.47, -   ,,1.53, -   ,1.51,0, -   ,1.51, -   , -   ,1.44, -   ,1.41,1.41,"1,184.61",7.12,210.25,206.66,206.14, -   , -   ,206.14,151.82, -   , -   , -   ,0.53,205.6,156.39,196.32,0.195
6247,9/18/2025 6:00,89.78,,41.98,8.01,1.54,0.2,7.13,97.88,81.54, -   ,,89.78,56.06,44.8,0.14,4.73,44.8,0.01,4.16,42.78,0,46,46.06,"38,658.88",9.32,"34,714.95","36,734.96","34,966.00", -   , -   ,"34,950.87",460.25, -   , -   , -   , -   ,"34,950.87",460.25,"33,460.22",33.293
6248,9/18/2025 7:00,216.92,,53.42,9.31,1.64,0.2,14.95,110.93,75.09, -   ,,216.92,161.02,55.34,0.33,161.02,55.34,0.03,137.38,52.84,0.01,186.43,186.46,"156,544.81",14.56,"152,779.23","157,524.28","152,116.33", -   , -   ,"151,821.61",471.21, -   , -   , -   , -   ,"151,821.61",471.21,"147,548.31",146.811
6249,9/18/2025 8:00,345.52,,58.87,10.72,1.41,0.2,22.09,124.85,68.05, -   ,,345.52,282.3,61.18,0.52,282.3,61.18,0.04,258.3,58.43,0.01,310.4,310.43,"260,605.42",19.59,"257,946.80","261,943.69","253,684.30", -   , -   ,"252,999.28",467.71, -   , -   , -   , -   ,"252,999.28",467.71,"246,436.45",245.204
6250,9/18/2025 9:00,456.07,,62.8,12.07,1.32,0.2,28.05,140.07,62.25, -   ,,456.07,387.29,65.33,0.69,387.29,65.33,0.06,364.84,62.39,0.02,418.7,418.58,"351,385.30",24.11,"350,196.50","350,696.10","339,269.50", -   , -   ,"338,115.53",463.02, -   , -   , -   , -   ,"338,115.53",463.02,"329,095.70",327.45
6251,9/18/2025 10:00,529.17,,77.7,13.27,1.95,0.2,32.28,156.73,58.21, -   ,,529.17,444.61,80.41,0.8,444.61,80.41,0.07,424.57,76.78,0.02,491.35,491.36,"412,466.38",26.82,"412,319.78","409,438.06","395,848.88", -   , -   ,"394,299.34",460.19, -   , -   , -   , -   ,"394,299.34",460.19,"383,560.56",381.643
6252,9/18/2025 11:00,562.75,,74.57,14.3,2.35,0.2,34.28,174.53,56.31, -   ,,562.75,480.77,77.22,0.85,480.77,77.22,0.07,461.46,73.74,0.02,524.52,524.52,"440,303.53",28.38,"440,619.16","435,290.72","422,268.88", -   , -   ,"420,512.10",457.23, -   , -   , -   , -   ,"420,512.10",457.23,"408,888.25",406.844
6253,9/18/2025 12:00,547.82,,70.05,15.04,2.33,0.2,33.75,192.64,56.78, -   ,,547.82,470.51,72.65,0.83,470.51,72.65,0.07,451.04,69.37,0.02,510.03,510.02,"428,116.25",28.75,"428,225.78","422,379.53","409,567.88", -   , -   ,"407,891.20",456.33, -   , -   , -   , -   ,"407,891.20",456.33,"396,649.34",394.666
6254,9/18/2025 13:00,493.57,,84.03,15.43,2.03,0.2,30.79,210.05,59.58, -   ,,493.57,403.31,86.92,0.75,403.31,86.92,0.06,383.47,83,0.02,457.17,457.22,"383,780.72",27.96,"383,136.88","378,603.80","366,759.53", -   , -   ,"365,385.80",456.75, -   , -   , -   , -   ,"365,385.80",456.75,"355,452.80",353.676
6255,9/18/2025 14:00,402.57,,65.23,15.48,2.9,0.2,25.77,226.12,64.41, -   ,,402.57,332.21,67.75,0.61,332.21,67.75,0.05,310.03,64.69,0.02,367.24,367.09,"308,122.03",24.98,"306,209.90","305,399.80","295,554.22", -   , -   ,"294,630.94",460.1, -   , -   , -   , -   ,"294,630.94",460.1,"286,820.47",285.386
6256,9/18/2025 15:00,287.8,,60.25,15.11,2.63,0.2,19.26,240.76,70.8, -   ,,287.8,224.09,62.49,0.44,224.09,62.49,0.04,200.8,59.67,0.01,255.27,255.29,"214,268.25",21.84,"211,003.60","212,358.31","205,453.10", -   , -   ,"204,958.62",461.65, -   , -   , -   , -   ,"204,958.62",461.65,"199,378.45",198.382
6257,9/18/2025 16:00,158.02,,52.12,14.34,1.36,0.2,11.77,254.26,78.24, -   ,,158.02,104.29,53.51,0.24,104.29,53.51,0.02,87.07,51.1,0.01,135.41,135.43,"113,662.94",18.22,"109,860.75","111,740.89","108,156.91", -   , -   ,"107,979.34",461.5, -   , -   , -   , -   ,"107,979.34",461.5,"104,946.48",104.422
6258,9/18/2025 17:00,47.95,,30.15,13.31,1.35,0.2,3.77,267.08,83.12, -   ,,47.95,24.35,32.86,0.07,2.09,32.86,0.01,1.75,31.38,0,32.47,32.48,"27,259.50",14.24,"23,652.90","24,614.48","23,774.89", -   , -   ,"23,768.34",444.45, -   , -   , -   , -   ,"23,768.34",444.45,"22,663.82",22.551
6259,9/18/2025 18:00, -   ,, -   ,12.31,1.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6260,9/18/2025 19:00, -   ,, -   ,11.76,1.31,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6261,9/18/2025 20:00, -   ,, -   ,11.23,1.86,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6262,9/18/2025 21:00, -   ,, -   ,10.68,1.82,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6263,9/18/2025 22:00, -   ,, -   ,10.14,2.26,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6264,9/18/2025 23:00, -   ,, -   ,9.63,2.02,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6265,9/19/2025 0:00, -   ,, -   ,9.31,1.75,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6266,9/19/2025 1:00, -   ,, -   ,9,1.94,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6267,9/19/2025 2:00, -   ,, -   ,8.8,3.13,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6268,9/19/2025 3:00, -   ,, -   ,8.63,4.24,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6269,9/19/2025 4:00, -   ,, -   ,8.5,2.87,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6270,9/19/2025 5:00,1.07,,1.07,8.61,2.66,0.2,-1.22,85.5,85.61, -   ,,1.07, -   ,1.05,0, -   ,1.05, -   , -   ,1, -   ,0.98,0.98,826.55,8.64,102.61,101.01,100.75, -   , -   ,100.75,106.26, -   , -   , -   ,18.98,81.77,150,78.09,0.078
6271,9/19/2025 6:00,94.63,,33.23,9.66,2.98,0.2,6.85,98.16,81.68, -   ,,94.63,73.69,35.94,0.14,6.22,35.94,0.01,5.45,34.32,0,38.97,39,"32,726.01",10.66,"29,021.69","30,537.57","28,833.91", -   , -   ,"28,821.53",455.23, -   , -   , -   , -   ,"28,821.53",455.23,"27,584.35",27.446
6272,9/19/2025 7:00,224.9,,45.47,11.11,2.66,0.2,14.66,111.21,75.38, -   ,,224.9,176.71,47.28,0.34,176.71,47.28,0.03,150.1,45.14,0.01,191.35,191.21,"160,537.19",16.14,"156,914.53","160,802.27","155,698.20", -   , -   ,"155,373.84",468.32, -   , -   , -   , -   ,"155,373.84",468.32,"150,987.95",150.233
6273,9/19/2025 8:00,367.9,,54.33,12.64,2.49,0.2,21.78,125.12,68.36, -   ,,367.9,308.8,56.68,0.56,308.8,56.68,0.05,281.99,54.12,0.02,329.41,329.18,"276,350.70",21.39,"273,945.28","276,396.10","266,969.25", -   , -   ,"266,204.22",465.76, -   , -   , -   , -   ,"266,204.22",465.76,"259,240.66",257.945
6274,9/19/2025 9:00,470.75,,62.1,14.23,1.76,0.2,27.72,140.31,62.58, -   ,,470.75,402.44,64.62,0.72,402.44,64.62,0.06,378.63,61.71,0.02,431.55,431.48,"362,213.90",26.28,"361,203.03","358,911.03","348,101.38", -   , -   ,"346,864.44",459.02, -   , -   , -   , -   ,"346,864.44",459.02,"337,512.06",335.825
6275,9/19/2025 10:00,538.87,,57.55,15.65,1.3,0.2,31.92,156.93,58.56, -   ,,538.87,474,59.94,0.82,474,59.94,0.07,452.19,57.24,0.02,499.26,499.35,"419,182.78",30.02,"419,139.25","411,401.16","398,204.53", -   , -   ,"396,598.94",453.89, -   , -   , -   , -   ,"396,598.94",453.89,"385,668.12",383.74
6276,9/19/2025 11:00,581.12,,61.12,16.78,1.46,0.2,33.89,174.67,56.69, -   ,,581.12,512.1,63.55,0.88,512.1,63.55,0.08,491.08,60.69,0.02,540.76,540.77,"453,941.72",32.19,"454,463.25","442,807.12","429,465.50", -   , -   ,"427,586.34",450.81, -   , -   , -   , -   ,"427,586.34",450.81,"415,598.47",413.521
6277,9/19/2025 12:00,579.1,,61.77,17.59,1.58,0.2,33.36,192.69,57.17, -   ,,579.1,509.47,64.22,0.88,509.47,64.22,0.08,487.91,61.33,0.02,538.27,538.2,"451,774.66",32.8,"452,241.72","439,524.10","425,663.10", -   , -   ,"423,804.60",450.16, -   , -   , -   , -   ,"423,804.60",450.16,"411,915.70",409.856
6278,9/19/2025 13:00,521.05,,62.38,18.06,2.38,0.2,30.39,210.03,59.97, -   ,,521.05,451.7,64.89,0.79,451.7,64.89,0.07,428.95,61.97,0.02,481.12,481.05,"403,782.56",30.95,"403,453.62","394,357.70","381,318.72", -   , -   ,"379,808.70",452.34, -   , -   , -   , -   ,"379,808.70",452.34,"369,345.22",367.499
6279,9/19/2025 14:00,430.25,,56.93,18.16,4.08,0.2,25.38,226.05,64.8, -   ,,430.25,367.65,59.36,0.65,367.65,59.36,0.06,342.48,56.68,0.02,391.2,391.2,"328,361.62",27.52,"326,779.88","322,922.47","312,853.44", -   , -   ,"311,798.34",455.77, -   , -   , -   , -   ,"311,798.34",455.77,"303,402.90",301.886
6280,9/19/2025 15:00,308.73,,46.05,17.8,4.3,0.2,18.87,240.65,71.19, -   ,,308.73,258.69,48.18,0.47,258.69,48.18,0.04,231.02,46.01,0.01,271.5,271.28,"227,690.48",24.21,"224,656.62","224,105.50","216,961.86", -   , -   ,"216,391.00",457.88, -   , -   , -   , -   ,"216,391.00",457.88,"210,454.33",209.402
6281,9/19/2025 16:00,170.38,,45.28,16.97,5.21,0.2,11.39,254.13,78.62, -   ,,170.38,123.2,46.86,0.26,123.2,46.86,0.02,104.15,44.75,0.01,145.93,146.03,"122,559.12",20.21,"118,973.54","120,178.37","116,268.91", -   , -   ,"116,054.12",459.48, -   , -   , -   , -   ,"116,054.12",459.48,"112,831.20",112.267
6282,9/19/2025 17:00,17.05,,16.67,15.84,5.09,0.2,3.39,266.94,83.3, -   ,,17.05,0.51,16.3,0.03,0.05,16.3,0,0.04,15.57,0,15.3,15.3,"12,839.58",16.18,"9,994.17","10,321.08","10,025.60", -   , -   ,"10,024.42",420.53, -   , -   , -   , -   ,"10,024.42",420.53,"9,527.50",9.48
6283,9/19/2025 18:00, -   ,, -   ,15.26,4.31,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6284,9/19/2025 19:00, -   ,, -   ,14.78,4.55,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6285,9/19/2025 20:00, -   ,, -   ,14.3,3.92,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6286,9/19/2025 21:00, -   ,, -   ,13.82,2.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6287,9/19/2025 22:00, -   ,, -   ,13.34,1.85,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6288,9/19/2025 23:00, -   ,, -   ,12.89,2.32,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6289,9/20/2025 0:00, -   ,, -   ,12.62,4.47,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6290,9/20/2025 1:00, -   ,, -   ,12.38,4.37,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6291,9/20/2025 2:00, -   ,, -   ,12.23,3.64,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6292,9/20/2025 3:00, -   ,, -   ,12.17,3.23,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6293,9/20/2025 4:00, -   ,, -   ,12.09,3.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6294,9/20/2025 5:00,0.6,,0.6,12.14,3.91,0.2,-1.5,85.78,85.75, -   ,,0.6, -   ,0.59,0, -   ,0.59, -   , -   ,0.57, -   ,0.56,0.56,466.61,12.15,32.8,32.39,32.29, -   , -   ,32.29,61.41, -   , -   , -   ,32.29, -   ,150, -   ,0
6295,9/20/2025 6:00,49.7,,40.13,12.67,3.19,0.2,6.57,98.45,81.83, -   ,,49.7,11.77,41.04,0.08,1.85,41.04,0.01,1.61,39.19,0,39.99,40,"33,575.77",13.69,"29,680.88","30,970.54","29,591.92", -   , -   ,"29,582.52",449.18, -   , -   , -   , -   ,"29,582.52",449.18,"28,223.73",28.083
6296,9/20/2025 7:00,137.25,,95.63,13.63,2.79,0.2,14.37,111.49,75.67, -   ,,137.25,40.98,95.54,0.21,40.98,95.54,0.02,34.65,91.23,0.01,123.37,123.3,"103,511.05",16.84,"98,934.18","101,818.70","98,393.04", -   , -   ,"98,288.98",463.26, -   , -   , -   , -   ,"98,288.98",463.26,"95,292.22",94.816
6297,9/20/2025 8:00,221.42,,145.93,14.68,2.54,0.2,21.47,125.39,68.66, -   ,,221.42,74.34,145.74,0.34,74.34,145.74,0.03,67.74,139.17,0.01,202.78,202.81,"170,255.38",20.06,"166,159.73","169,023.88","163,223.78", -   , -   ,"162,957.42",464.52, -   , -   , -   , -   ,"162,957.42",464.52,"158,761.60",157.968
6298,9/20/2025 9:00,287.88,,197.15,15.68,3.05,0.2,27.38,140.56,62.92, -   ,,287.88,89.35,195.51,0.44,89.35,195.51,0.04,83.96,186.7,0.01,265.26,265.32,"222,719.34",22.48,"219,344.25","221,269.53","214,556.88", -   , -   ,"214,102.75",462.39, -   , -   , -   , -   ,"214,102.75",462.39,"208,616.60",207.574
6299,9/20/2025 10:00,333.63,,226.55,16.53,3.13,0.2,31.56,157.13,58.92, -   ,,333.63,105.46,224.7,0.51,105.46,224.7,0.04,100.5,214.57,0.01,308.78,308.79,"259,205.17",24.4,"256,424.52","256,939.98","248,563.22", -   , -   ,"247,959.05",461.33, -   , -   , -   , -   ,"247,959.05",461.33,"241,549.11",240.341
6300,9/20/2025 11:00,328.6,,252.6,17.13,1.7,0.2,33.51,174.8,57.06, -   ,,328.6,74.85,250.5,0.5,74.85,250.5,0.04,71.7,239.2,0.01,304.7,304.7,"255,773.81",25.68,"252,932.58","252,295.45","244,869.98", -   , -   ,"244,277.10",458.09, -   , -   , -   , -   ,"244,277.10",458.09,"237,935.45",236.746
6301,9/20/2025 12:00,303.03,,260.58,17.5,1.15,0.2,32.96,192.74,57.56, -   ,,303.03,41.81,266.73,0.46,41.81,266.73,0.04,39.99,254.7,0.01,288.81,288.81,"242,436.06",25.9,"239,370.98","238,571.23","230,672.06", -   , -   ,"230,143.60",458.04, -   , -   , -   , -   ,"230,143.60",458.04,"224,191.55",223.071
6302,9/20/2025 13:00,278.5,,220.75,17.7,1.1,0.2,29.99,210.01,60.36, -   ,,278.5,56.87,218.91,0.42,56.87,218.91,0.04,53.94,209.04,0.01,257.73,257.71,"216,321.75",25.22,"212,839.81","212,626.03","205,610.05", -   , -   ,"205,189.45",457.83, -   , -   , -   , -   ,"205,189.45",457.83,"199,907.05",198.908
6303,9/20/2025 14:00,249.67,,171.48,17.76,1.11,0.2,24.99,225.97,65.18, -   ,,249.67,77,170.08,0.38,77,170.08,0.03,71.59,162.41,0.01,229.34,229.26,"192,437.45",24.44,"188,615.72","188,894.97","183,113.44", -   , -   ,"182,773.30",457.19, -   , -   , -   , -   ,"182,773.30",457.19,"178,068.56",177.178
6304,9/20/2025 15:00,190.03,,127.63,17.6,1.15,0.2,18.49,240.54,71.57, -   ,,190.03,61.45,127.46,0.29,61.45,127.46,0.02,54.69,121.71,0.01,172.88,172.97,"145,187.08",22.63,"140,847.47","141,890.48","137,875.50", -   , -   ,"137,672.30",456.39, -   , -   , -   , -   ,"137,672.30",456.39,"133,800.23",133.131
6305,9/20/2025 16:00,100.2,,72.98,17.13,0.94,0.2,11.01,254.01,79, -   ,,100.2,26.8,72.92,0.15,26.8,72.92,0.01,22.96,69.63,0,90.74,90.71,"76,132.92",19.81,"71,635.23","72,929.14","70,494.33", -   , -   ,"70,435.95",453.16, -   , -   , -   , -   ,"70,435.95",453.16,"67,898.56",67.559
6306,9/20/2025 17:00,12.6,,12.6,16.48,0.92,0.2,3.02,266.81,83.49, -   ,,12.6, -   ,12.25,0.02, -   ,12.25,0, -   ,11.7,0,11.46,11.46,"9,622.61",16.82,"7,053.86","7,256.78","7,030.30", -   , -   ,"7,029.68",411.19, -   , -   , -   , -   ,"7,029.68",411.19,"6,678.80",6.645
6307,9/20/2025 18:00, -   ,, -   ,16.02,1.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6308,9/20/2025 19:00, -   ,, -   ,15.6,1.29,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6309,9/20/2025 20:00, -   ,, -   ,15.18,1.35,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6310,9/20/2025 21:00, -   ,, -   ,14.76,1.27,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6311,9/20/2025 22:00, -   ,, -   ,14.35,2.13,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6312,9/20/2025 23:00, -   ,, -   ,13.94,2.65,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6313,9/21/2025 0:00, -   ,, -   ,13.64,2.17,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6314,9/21/2025 1:00, -   ,, -   ,13.38,1.44,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6315,9/21/2025 2:00, -   ,, -   ,13.23,1.46,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6316,9/21/2025 3:00, -   ,, -   ,13.11,1.36,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6317,9/21/2025 4:00, -   ,, -   ,13.03,1.04,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6318,9/21/2025 5:00,0.45,,0.45,13.13,0.91,0.2,-1.78,86.06,85.89, -   ,,0.45, -   ,0.45,0, -   ,0.45, -   , -   ,0.43, -   ,0.42,0.42,351.03,13.14,18.57,18.36,18.3, -   , -   ,18.3,45.86, -   , -   , -   ,18.3, -   ,150, -   ,0
6319,9/21/2025 6:00,54.92,,42.35,13.82,0.94,0.2,6.29,98.73,81.97, -   ,,54.92,15.86,44.52,0.08,2.27,44.52,0.01,1.97,42.51,0,43.59,43.59,"36,589.57",15.11,"32,623.18","33,851.38","32,198.16", -   , -   ,"32,186.43",445.01, -   , -   , -   , -   ,"32,186.43",445.01,"30,732.21",30.579
6320,9/21/2025 7:00,144.75,,92.15,14.87,1.28,0.2,14.08,111.77,75.96, -   ,,144.75,51.8,92.07,0.22,51.8,92.07,0.02,43.58,87.92,0.01,128.88,128.94,"108,242.55",18.59,"103,725.05","105,999.91","102,585.14", -   , -   ,"102,468.02",460.59, -   , -   , -   , -   ,"102,468.02",460.59,"99,408.06",98.911
6321,9/21/2025 8:00,256.73,,104.33,16.11,2.14,0.2,21.16,125.66,68.97, -   ,,256.73,150.08,105.61,0.39,150.08,105.61,0.03,136.48,100.85,0.01,232.59,232.73,"195,374.83",22.45,"191,675.73","193,070.89","186,213.56", -   , -   ,"185,847.88",461.34, -   , -   , -   , -   ,"185,847.88",461.34,"181,026.53",180.121
6322,9/21/2025 9:00,324.15,,142.98,17.24,2.76,0.2,27.05,140.8,63.25, -   ,,324.15,178.41,144.48,0.49,178.41,144.48,0.04,167.42,137.96,0.01,299.28,299.19,"251,160.12",25.06,"248,261.89","248,031.67","239,855.16", -   , -   ,"239,275.06",459.64, -   , -   , -   , -   ,"239,275.06",459.64,"233,076.53",231.911
6323,9/21/2025 10:00,350.02,,209.97,18.16,3.12,0.2,31.2,157.33,59.27, -   ,,350.02,137.92,209.66,0.53,137.92,209.66,0.05,131.3,200.21,0.01,324.89,324.89,"272,730.90",26.44,"270,183.53","268,733.78","260,183.83", -   , -   ,"259,507.77",457.68, -   , -   , -   , -   ,"259,507.77",457.68,"252,735.97",251.472
6324,9/21/2025 11:00,416.37,,176.83,19.02,3.39,0.2,33.13,174.92,57.44, -   ,,416.37,235.89,178.53,0.63,235.89,178.53,0.05,225.77,170.48,0.02,388.35,388.34,"325,988.50",28.75,"324,376.94","319,998.16","310,183.70", -   , -   ,"309,224.40",455.08, -   , -   , -   , -   ,"309,224.40",455.08,"301,010.53",299.506
6325,9/21/2025 12:00,417.38,,191.52,19.68,2.53,0.2,32.57,192.79,57.95, -   ,,417.38,222.44,193.01,0.63,222.44,193.01,0.05,212.58,184.31,0.02,388.96,388.89,"326,439.53",29.99,"324,835.50","318,961.38","309,015.78", -   , -   ,"308,048.56",453.24, -   , -   , -   , -   ,"308,048.56",453.24,"299,840.03",298.341
6326,9/21/2025 13:00,337.85,,195.95,20.01,2.27,0.2,29.59,209.98,60.75, -   ,,337.85,139.74,195.7,0.51,139.74,195.7,0.04,132.36,186.88,0.01,312.87,312.89,"262,639.97",28.45,"259,925.11","256,576.03","248,196.69", -   , -   ,"247,572.08",454.31, -   , -   , -   , -   ,"247,572.08",454.31,"241,093.11",239.888
6327,9/21/2025 14:00,290.9,,165.57,20.1,2.71,0.2,24.6,225.89,65.58, -   ,,290.9,123.43,165.35,0.44,123.43,165.35,0.04,114.54,157.9,0.01,267,267.12,"224,215.30",27.1,"220,890.36","218,992.88","212,233.92", -   , -   ,"211,763.16",453.87, -   , -   , -   , -   ,"211,763.16",453.87,"206,244.70",205.214
6328,9/21/2025 15:00,191.85,,118.3,19.83,3.73,0.2,18.1,240.43,71.95, -   ,,191.85,72.43,118.19,0.29,72.43,118.19,0.02,64.22,112.86,0.01,173.55,173.59,"145,706.16",24.09,"141,393.03","141,679.80","137,273.86", -   , -   ,"137,067.30",454, -   , -   , -   , -   ,"137,067.30",454,"133,169.19",132.503
6329,9/21/2025 16:00,88.22,,69.1,19.24,3.84,0.2,10.63,253.88,79.38, -   ,,88.22,18.83,68.52,0.13,18.83,68.52,0.01,16.35,65.43,0,80.15,80.14,"67,266.34",21.19,"62,765.99","63,631.10","61,358.47", -   , -   ,"61,315.52",448.65, -   , -   , -   , -   ,"61,315.52",448.65,"58,932.40",58.638
