datetime,temperature_degC,base_load_kW,hvac_heating_kW,hvac_cooling_kW,equipment_kW,shore_power_kW,load_kw,ghi_W_m2,total_load_kWh
2/1/2025 16:00,1.3,400.5187672,157.6,0,210,0,768.1187672,6,768.1187672
2/1/2025 17:00,0.8,400.5187672,161.6,0,210,0,772.1187672,0,772.1187672
2/1/2025 18:00,0.4,400.5187672,164.8,0,210,0,775.3187672,0,775.3187672
2/1/2025 19:00,0.5,400.5187672,164,0,210,0,774.5187672,0,774.5187672
2/1/2025 20:00,1.4,400.5187672,156.8,0,210,0,767.3187672,0,767.3187672
2/1/2025 21:00,3.6,400.5187672,139.2,0,210,0,749.7187672,0,749.7187672
2/1/2025 22:00,5.5,267.0125114,74.4,0,122,0,463.4125114,0,463.4125114
2/1/2025 23:00,5.9,267.0125114,72.48,0,122,0,461.4925114,0,461.4925114
2/2/2025 0:00,5.9,222.5104262,36.24,0,112,0,370.7504262,0,370.7504262
2/2/2025 1:00,5.7,222.5104262,36.72,0,112,0,371.2304262,0,371.2304262
2/2/2025 2:00,5.7,222.5104262,36.72,0,112,0,371.2304262,0,371.2304262
2/2/2025 3:00,5.9,222.5104262,36.24,0,112,0,370.7504262,0,370.7504262
2/2/2025 4:00,4.6,222.5104262,39.36,0,112,0,373.8704262,0,373.8704262
2/2/2025 5:00,5,222.5104262,38.4,0,112,0,372.9104262,0,372.9104262
2/2/2025 6:00,4.5,222.5104262,66,0,112,0,400.5104262,0,400.5104262
2/2/2025 7:00,4.4,222.5104262,66.4,0,112,0,400.9104262,0,400.9104262
2/2/2025 8:00,4.5,222.5104262,66,0,112,0,400.5104262,0,400.5104262
2/2/2025 9:00,5,222.5104262,64,0,112,0,398.5104262,61,398.5104262
2/2/2025 10:00,5.8,222.5104262,60.8,0,112,0,395.3104262,131,395.3104262
2/2/2025 11:00,6.1,222.5104262,59.6,0,112,0,394.1104262,189,394.1104262
2/2/2025 12:00,6.2,222.5104262,59.2,0,112,0,393.7104262,217,393.7104262
2/2/2025 13:00,6.3,222.5104262,58.8,0,112,0,393.3104262,206,393.3104262
2/2/2025 14:00,6.7,222.5104262,57.2,0,112,0,391.7104262,154,391.7104262
2/2/2025 15:00,6.2,222.5104262,59.2,0,112,0,393.7104262,78,393.7104262
2/2/2025 16:00,5.8,222.5104262,60.8,0,112,0,395.3104262,20,395.3104262
2/2/2025 17:00,5,222.5104262,64,0,112,0,398.5104262,0,398.5104262
2/2/2025 18:00,5.4,222.5104262,62.4,0,112,0,396.9104262,0,396.9104262
2/2/2025 19:00,5.5,222.5104262,62,0,112,0,396.5104262,0,396.5104262
2/2/2025 20:00,5.7,222.5104262,61.2,0,112,0,395.7104262,0,395.7104262
2/2/2025 21:00,5.6,222.5104262,61.6,0,112,0,396.1104262,0,396.1104262
2/2/2025 22:00,5.2,222.5104262,37.92,0,112,0,372.4304262,0,372.4304262
2/2/2025 23:00,5.2,222.5104262,37.92,0,112,0,372.4304262,0,372.4304262
2/3/2025 0:00,5.2,333.7656393,75.84,0,144,0,553.6056393,0,553.6056393
2/3/2025 1:00,5.2,333.7656393,75.84,0,144,0,553.6056393,0,553.6056393
2/3/2025 2:00,5.4,333.7656393,74.88,0,144,0,552.6456393,0,552.6456393
2/3/2025 3:00,5.9,333.7656393,72.48,0,144,0,550.2456393,0,550.2456393
2/3/2025 4:00,5.8,333.7656393,72.96,0,144,0,550.7256393,0,550.7256393
2/3/2025 5:00,5.4,333.7656393,74.88,0,144,0,552.6456393,0,552.6456393
2/3/2025 6:00,5.2,511.7739803,126.4,0,334,0,972.1739803,0,972.1739803
2/3/2025 7:00,4.5,511.7739803,132,0,334,0,977.7739803,0,977.7739803
2/3/2025 8:00,3.5,511.7739803,140,0,334,0,985.7739803,0,985.7739803
2/3/2025 9:00,2.4,511.7739803,148.8,0,334,0,994.5739803,27,994.5739803
2/3/2025 10:00,2.9,511.7739803,144.8,0,334,0,990.5739803,50,990.5739803
2/3/2025 11:00,2,511.7739803,152,0,334,0,997.7739803,86,997.7739803
2/3/2025 12:00,2,511.7739803,152,0,334,0,997.7739803,148,997.7739803
2/3/2025 13:00,2.4,511.7739803,148.8,0,334,0,994.5739803,154,994.5739803
2/3/2025 14:00,2.4,511.7739803,148.8,0,334,0,994.5739803,111,994.5739803
2/3/2025 15:00,2.2,511.7739803,150.4,0,334,0,996.1739803,72,996.1739803
2/3/2025 16:00,2.1,511.7739803,151.2,0,334,0,996.9739803,24,996.9739803
2/3/2025 17:00,0.6,511.7739803,163.2,0,334,0,1008.97398,1,1008.97398
2/3/2025 18:00,0,511.7739803,168,0,334,0,1013.77398,0,1013.77398
2/3/2025 19:00,-0.5,511.7739803,172,0,334,0,1017.77398,0,1017.77398
2/3/2025 20:00,-1.2,511.7739803,177.6,0,334,0,1023.37398,0,1023.37398
2/3/2025 21:00,-1.9,511.7739803,183.2,0,334,0,1028.97398,0,1028.97398
2/3/2025 22:00,-2.2,333.7656393,111.36,0,144,0,589.1256393,0,589.1256393
2/3/2025 23:00,-2,333.7656393,110.4,0,144,0,588.1656393,0,588.1656393
2/4/2025 0:00,-2.3,333.7656393,111.84,0,144,0,589.6056393,0,589.6056393
2/4/2025 1:00,-2.5,333.7656393,112.8,0,144,0,590.5656393,0,590.5656393
2/4/2025 2:00,-2.2,333.7656393,111.36,0,144,0,589.1256393,0,589.1256393
2/4/2025 3:00,-2,333.7656393,110.4,0,144,0,588.1656393,0,588.1656393
2/4/2025 4:00,-2.5,333.7656393,112.8,0,144,0,590.5656393,0,590.5656393
2/4/2025 5:00,-1.5,333.7656393,108,0,144,0,585.7656393,0,585.7656393
2/4/2025 6:00,-1.9,511.7739803,183.2,0,334,0,1028.97398,0,1028.97398
2/4/2025 7:00,-2.2,511.7739803,185.6,0,334,0,1031.37398,0,1031.37398
2/4/2025 8:00,-2.3,511.7739803,186.4,0,334,0,1032.17398,0,1032.17398
2/4/2025 9:00,-1,511.7739803,176,0,334,0,1021.77398,54,1021.77398
2/4/2025 10:00,0.2,511.7739803,166.4,0,334,0,1012.17398,122,1012.17398
2/4/2025 11:00,1.7,511.7739803,154.4,0,334,0,1000.17398,199,1000.17398
2/4/2025 12:00,3,511.7739803,144,0,334,0,989.7739803,239,989.7739803
2/4/2025 13:00,3.2,511.7739803,142.4,0,334,0,988.1739803,227,988.1739803
2/4/2025 14:00,3.2,511.7739803,142.4,0,334,0,988.1739803,176,988.1739803
2/4/2025 15:00,2.4,511.7739803,148.8,0,334,0,994.5739803,99,994.5739803
2/4/2025 16:00,1.5,511.7739803,156,0,334,0,1001.77398,29,1001.77398
2/4/2025 17:00,1,511.7739803,160,0,334,0,1005.77398,1,1005.77398
2/4/2025 18:00,0.5,511.7739803,164,0,334,0,1009.77398,0,1009.77398
2/4/2025 19:00,0.1,511.7739803,167.2,0,334,0,1012.97398,0,1012.97398
2/4/2025 20:00,-0.5,511.7739803,172,0,334,0,1017.77398,0,1017.77398
2/4/2025 21:00,-1,511.7739803,176,0,334,0,1021.77398,0,1021.77398
2/4/2025 22:00,-1.2,333.7656393,106.56,0,144,0,584.3256393,0,584.3256393
2/4/2025 23:00,-1,333.7656393,105.6,0,144,0,583.3656393,0,583.3656393
2/5/2025 0:00,-1.4,333.7656393,107.52,0,144,0,585.2856393,0,585.2856393
2/5/2025 1:00,-1.5,333.7656393,108,0,144,0,585.7656393,0,585.7656393
2/5/2025 2:00,-1.5,333.7656393,108,0,144,0,585.7656393,0,585.7656393
2/5/2025 3:00,-1.4,333.7656393,107.52,0,144,0,585.2856393,0,585.2856393
2/5/2025 4:00,-1.8,333.7656393,109.44,0,144,0,587.2056393,0,587.2056393
2/5/2025 5:00,-1.9,333.7656393,109.92,0,144,0,587.6856393,0,587.6856393
2/5/2025 6:00,-1.9,511.7739803,183.2,0,334,0,1028.97398,0,1028.97398
2/5/2025 7:00,-1.7,511.7739803,181.6,0,334,0,1027.37398,0,1027.37398
2/5/2025 8:00,-2,511.7739803,184,0,334,0,1029.77398,0,1029.77398
2/5/2025 9:00,-1.2,511.7739803,177.6,0,334,0,1023.37398,66,1023.37398
2/5/2025 10:00,-0.3,511.7739803,170.4,0,334,0,1016.17398,133,1016.17398
2/5/2025 11:00,0.8,511.7739803,161.6,0,334,0,1007.37398,202,1007.37398
2/5/2025 12:00,1.8,511.7739803,153.6,0,334,0,999.3739803,242,999.3739803
2/5/2025 13:00,2.2,511.7739803,150.4,0,334,0,996.1739803,230,996.1739803
2/5/2025 14:00,2.7,511.7739803,146.4,0,334,0,992.1739803,180,992.1739803
2/5/2025 15:00,2.1,511.7739803,151.2,0,334,0,996.9739803,105,996.9739803
2/5/2025 16:00,0.9,511.7739803,160.8,0,334,0,1006.57398,33,1006.57398
2/5/2025 17:00,-1,511.7739803,176,0,334,0,1021.77398,2,1021.77398
2/5/2025 18:00,-2.2,511.7739803,185.6,0,334,0,1031.37398,0,1031.37398
2/5/2025 19:00,-3.2,511.7739803,193.6,0,334,0,1039.37398,0,1039.37398
2/5/2025 20:00,-3.7,511.7739803,197.6,0,334,0,1043.37398,0,1043.37398
2/5/2025 21:00,-1.7,511.7739803,181.6,0,334,0,1027.37398,0,1027.37398
2/5/2025 22:00,-0.7,333.7656393,104.16,0,144,0,581.9256393,0,581.9256393
2/5/2025 23:00,-0.5,333.7656393,103.2,0,144,0,580.9656393,0,580.9656393
2/6/2025 0:00,0,333.7656393,100.8,0,144,0,578.5656393,0,578.5656393
2/6/2025 1:00,0,333.7656393,100.8,0,144,0,578.5656393,0,578.5656393
2/6/2025 2:00,0,333.7656393,100.8,0,144,0,578.5656393,0,578.5656393
2/6/2025 3:00,0.7,333.7656393,97.44,0,144,0,575.2056393,0,575.2056393
2/6/2025 4:00,1.2,333.7656393,95.04,0,144,0,572.8056393,0,572.8056393
2/6/2025 5:00,1.5,333.7656393,93.6,0,144,0,571.3656393,0,571.3656393
2/6/2025 6:00,1.4,511.7739803,156.8,0,334,0,1002.57398,0,1002.57398
2/6/2025 7:00,2,511.7739803,152,0,334,0,997.7739803,0,997.7739803
2/6/2025 8:00,2.4,511.7739803,148.8,0,334,0,994.5739803,0,994.5739803
2/6/2025 9:00,3.1,511.7739803,143.2,0,334,0,988.9739803,30,988.9739803
2/6/2025 10:00,3.8,511.7739803,137.6,0,334,0,983.3739803,40,983.3739803
2/6/2025 11:00,5,511.7739803,128,0,334,0,973.7739803,47,973.7739803
2/6/2025 12:00,5.4,511.7739803,124.8,0,334,0,970.5739803,64,970.5739803
2/6/2025 13:00,6,511.7739803,120,0,334,0,965.7739803,63,965.7739803
2/6/2025 14:00,7.1,511.7739803,111.2,0,334,0,956.9739803,54,956.9739803
2/6/2025 15:00,7.7,511.7739803,106.4,0,334,0,952.1739803,43,952.1739803
2/6/2025 16:00,7.3,511.7739803,109.6,0,334,0,955.3739803,18,955.3739803
2/6/2025 17:00,6.8,511.7739803,113.6,0,334,0,959.3739803,1,959.3739803
2/6/2025 18:00,6.4,511.7739803,116.8,0,334,0,962.5739803,0,962.5739803
2/6/2025 19:00,6.5,511.7739803,116,0,334,0,961.7739803,0,961.7739803
2/6/2025 20:00,6.3,511.7739803,117.6,0,334,0,963.3739803,0,963.3739803
2/6/2025 21:00,6.2,511.7739803,118.4,0,334,0,964.1739803,0,964.1739803
2/6/2025 22:00,6.2,333.7656393,71.04,0,144,0,548.8056393,0,548.8056393
2/6/2025 23:00,6.4,333.7656393,70.08,0,144,0,547.8456393,0,547.8456393
2/7/2025 0:00,6.1,333.7656393,71.52,0,144,0,549.2856393,0,549.2856393
2/7/2025 1:00,5.9,333.7656393,72.48,0,144,0,550.2456393,0,550.2456393
2/7/2025 2:00,5.7,333.7656393,73.44,0,144,0,551.2056393,0,551.2056393
2/7/2025 3:00,4.9,333.7656393,77.28,0,144,0,555.0456393,0,555.0456393
2/7/2025 4:00,4.8,333.7656393,77.76,0,144,0,555.5256393,0,555.5256393
2/7/2025 5:00,4.9,333.7656393,77.28,0,144,0,555.0456393,0,555.0456393
2/7/2025 6:00,4.8,511.7739803,129.6,0,334,0,975.3739803,0,975.3739803
2/7/2025 7:00,4.4,511.7739803,132.8,0,334,0,978.5739803,0,978.5739803
2/7/2025 8:00,3.9,511.7739803,136.8,0,334,0,982.5739803,0,982.5739803
2/7/2025 9:00,3.6,511.7739803,139.2,0,334,0,984.9739803,69,984.9739803
2/7/2025 10:00,4.5,511.7739803,132,0,334,0,977.7739803,128,977.7739803
2/7/2025 11:00,5.8,511.7739803,121.6,0,334,0,967.3739803,167,967.3739803
2/7/2025 12:00,5.9,511.7739803,120.8,0,334,0,966.5739803,198,966.5739803
2/7/2025 13:00,6.4,511.7739803,116.8,0,334,0,962.5739803,203,962.5739803
2/7/2025 14:00,6.2,511.7739803,118.4,0,334,0,964.1739803,171,964.1739803
2/7/2025 15:00,6.2,511.7739803,118.4,0,334,0,964.1739803,105,964.1739803
2/7/2025 16:00,5.1,511.7739803,127.2,0,334,0,972.9739803,33,972.9739803
2/7/2025 17:00,4.7,511.7739803,130.4,0,334,0,976.1739803,2,976.1739803
2/7/2025 18:00,4.5,511.7739803,132,0,334,0,977.7739803,0,977.7739803
2/7/2025 19:00,4.7,511.7739803,130.4,0,334,0,976.1739803,0,976.1739803
2/7/2025 20:00,5.7,511.7739803,122.4,0,334,0,968.1739803,0,968.1739803
2/7/2025 21:00,6,511.7739803,120,0,334,0,965.7739803,0,965.7739803
2/7/2025 22:00,6.2,333.7656393,71.04,0,144,0,548.8056393,0,548.8056393
2/7/2025 23:00,6.3,333.7656393,70.56,0,144,0,548.3256393,0,548.3256393
2/8/2025 0:00,6.2,267.0125114,71.04,0,122,0,460.0525114,0,460.0525114
2/8/2025 1:00,6.1,267.0125114,71.52,0,122,0,460.5325114,0,460.5325114
2/8/2025 2:00,5.8,267.0125114,72.96,0,122,0,461.9725114,0,461.9725114
2/8/2025 3:00,5.2,267.0125114,75.84,0,122,0,464.8525114,0,464.8525114
2/8/2025 4:00,4.5,267.0125114,79.2,0,122,0,468.2125114,0,468.2125114
2/8/2025 5:00,4,267.0125114,81.6,0,122,0,470.6125114,0,470.6125114
2/8/2025 6:00,3.4,400.5187672,140.8,0,210,0,751.3187672,0,751.3187672
2/8/2025 7:00,3.2,400.5187672,142.4,0,210,0,752.9187672,0,752.9187672
2/8/2025 8:00,2.6,400.5187672,147.2,0,210,0,757.7187672,0,757.7187672
2/8/2025 9:00,3.3,400.5187672,141.6,0,210,0,752.1187672,87,752.1187672
2/8/2025 10:00,4.1,400.5187672,135.2,0,210,0,745.7187672,160,745.7187672
2/8/2025 11:00,5.4,400.5187672,124.8,0,210,0,735.3187672,192,735.3187672
2/8/2025 12:00,6,400.5187672,120,0,210,0,730.5187672,151,730.5187672
2/8/2025 13:00,5.8,400.5187672,121.6,0,210,0,732.1187672,95,732.1187672
2/8/2025 14:00,5.4,400.5187672,124.8,0,210,0,735.3187672,76,735.3187672
2/8/2025 15:00,5.4,400.5187672,124.8,0,210,0,735.3187672,51,735.3187672
2/8/2025 16:00,4.8,400.5187672,129.6,0,210,0,740.1187672,16,740.1187672
2/8/2025 17:00,4.2,400.5187672,134.4,0,210,0,744.9187672,1,744.9187672
2/8/2025 18:00,4.4,400.5187672,132.8,0,210,0,743.3187672,0,743.3187672
2/8/2025 19:00,4.7,400.5187672,130.4,0,210,0,740.9187672,0,740.9187672
2/8/2025 20:00,5,400.5187672,128,0,210,0,738.5187672,0,738.5187672
2/8/2025 21:00,5.4,400.5187672,124.8,0,210,0,735.3187672,0,735.3187672
2/8/2025 22:00,4.9,267.0125114,77.28,0,122,0,466.2925114,0,466.2925114
2/8/2025 23:00,4.4,267.0125114,79.68,0,122,0,468.6925114,0,468.6925114
2/9/2025 0:00,4.5,222.5104262,39.6,0,112,0,374.1104262,0,374.1104262
2/9/2025 1:00,3.6,222.5104262,41.76,0,112,0,376.2704262,0,376.2704262
2/9/2025 2:00,3.4,222.5104262,42.24,0,112,0,376.7504262,0,376.7504262
2/9/2025 3:00,3.1,222.5104262,42.96,0,112,0,377.4704262,0,377.4704262
2/9/2025 4:00,3.8,222.5104262,41.28,0,112,0,375.7904262,0,375.7904262
2/9/2025 5:00,3.9,222.5104262,41.04,0,112,0,375.5504262,0,375.5504262
2/9/2025 6:00,3.8,222.5104262,68.8,0,112,0,403.3104262,0,403.3104262
2/9/2025 7:00,3.9,222.5104262,68.4,0,112,0,402.9104262,0,402.9104262
2/9/2025 8:00,4.2,222.5104262,67.2,0,112,0,401.7104262,0,401.7104262
2/9/2025 9:00,4.8,222.5104262,64.8,0,112,0,399.3104262,45,399.3104262
2/9/2025 10:00,6,222.5104262,60,0,112,0,394.5104262,79,394.5104262
2/9/2025 11:00,6.6,222.5104262,57.6,0,112,0,392.1104262,114,392.1104262
2/9/2025 12:00,6.7,222.5104262,57.2,0,112,0,391.7104262,152,391.7104262
2/9/2025 13:00,6.7,222.5104262,57.2,0,112,0,391.7104262,171,391.7104262
2/9/2025 14:00,6.8,222.5104262,56.8,0,112,0,391.3104262,154,391.3104262
2/9/2025 15:00,6.9,222.5104262,56.4,0,112,0,390.9104262,99,390.9104262
2/9/2025 16:00,6.7,222.5104262,57.2,0,112,0,391.7104262,35,391.7104262
2/9/2025 17:00,6.2,222.5104262,59.2,0,112,0,393.7104262,3,393.7104262
2/9/2025 18:00,5.2,222.5104262,63.2,0,112,0,397.7104262,0,397.7104262
2/9/2025 19:00,5.6,222.5104262,61.6,0,112,0,396.1104262,0,396.1104262
2/9/2025 20:00,5.3,222.5104262,62.8,0,112,0,397.3104262,0,397.3104262
2/9/2025 21:00,4.6,222.5104262,65.6,0,112,0,400.1104262,0,400.1104262
2/9/2025 22:00,4,222.5104262,40.8,0,112,0,375.3104262,0,375.3104262
2/9/2025 23:00,3.1,222.5104262,42.96,0,112,0,377.4704262,0,377.4704262
2/10/2025 0:00,2.2,333.7656393,90.24,0,144,0,568.0056393,0,568.0056393
2/10/2025 1:00,2,333.7656393,91.2,0,144,0,568.9656393,0,568.9656393
2/10/2025 2:00,2,333.7656393,91.2,0,144,0,568.9656393,0,568.9656393
2/10/2025 3:00,2.3,333.7656393,89.76,0,144,0,567.5256393,0,567.5256393
2/10/2025 4:00,2.7,333.7656393,87.84,0,144,0,565.6056393,0,565.6056393
2/10/2025 5:00,3.3,333.7656393,84.96,0,144,0,562.7256393,0,562.7256393
2/10/2025 6:00,3.9,511.7739803,136.8,0,334,0,982.5739803,0,982.5739803
2/10/2025 7:00,3.8,511.7739803,137.6,0,334,0,983.3739803,0,983.3739803
2/10/2025 8:00,3.8,511.7739803,137.6,0,334,0,983.3739803,0,983.3739803
2/10/2025 9:00,4.2,511.7739803,134.4,0,334,0,980.1739803,26,980.1739803
2/10/2025 10:00,3.9,511.7739803,136.8,0,334,0,982.5739803,42,982.5739803
2/10/2025 11:00,3.2,511.7739803,142.4,0,334,0,988.1739803,64,988.1739803
2/10/2025 12:00,3.9,511.7739803,136.8,0,334,0,982.5739803,89,982.5739803
2/10/2025 13:00,4.3,511.7739803,133.6,0,334,0,979.3739803,91,979.3739803
2/10/2025 14:00,4.6,511.7739803,131.2,0,334,0,976.9739803,88,976.9739803
2/10/2025 15:00,4.7,511.7739803,130.4,0,334,0,976.1739803,72,976.1739803
2/10/2025 16:00,3.5,511.7739803,140,0,334,0,985.7739803,31,985.7739803
2/10/2025 17:00,2.9,511.7739803,144.8,0,334,0,990.5739803,3,990.5739803
2/10/2025 18:00,2.6,511.7739803,147.2,0,334,0,992.9739803,0,992.9739803
2/10/2025 19:00,2.6,511.7739803,147.2,0,334,0,992.9739803,0,992.9739803
2/10/2025 20:00,2.9,511.7739803,144.8,0,334,0,990.5739803,0,990.5739803
2/10/2025 21:00,3.1,511.7739803,143.2,0,334,0,988.9739803,0,988.9739803
2/10/2025 22:00,3,333.7656393,86.4,0,144,0,564.1656393,0,564.1656393
2/10/2025 23:00,3.1,333.7656393,85.92,0,144,0,563.6856393,0,563.6856393
2/11/2025 0:00,2.7,333.7656393,87.84,0,144,0,565.6056393,0,565.6056393
2/11/2025 1:00,2.2,333.7656393,90.24,0,144,0,568.0056393,0,568.0056393
2/11/2025 2:00,1.4,333.7656393,94.08,0,144,0,571.8456393,0,571.8456393
2/11/2025 3:00,0.9,333.7656393,96.48,0,144,0,574.2456393,0,574.2456393
2/11/2025 4:00,0.7,333.7656393,97.44,0,144,0,575.2056393,0,575.2056393
2/11/2025 5:00,0.7,333.7656393,97.44,0,144,0,575.2056393,0,575.2056393
2/11/2025 6:00,1,511.7739803,160,0,334,0,1005.77398,0,1005.77398
2/11/2025 7:00,1.3,511.7739803,157.6,0,334,0,1003.37398,0,1003.37398
2/11/2025 8:00,1,511.7739803,160,0,334,0,1005.77398,15,1005.77398
2/11/2025 9:00,1.1,511.7739803,159.2,0,334,0,1004.97398,54,1004.97398
2/11/2025 10:00,1.8,511.7739803,153.6,0,334,0,999.3739803,104,999.3739803
2/11/2025 11:00,2,511.7739803,152,0,334,0,997.7739803,130,997.7739803
2/11/2025 12:00,2.2,511.7739803,150.4,0,334,0,996.1739803,132,996.1739803
2/11/2025 13:00,2.7,511.7739803,146.4,0,334,0,992.1739803,119,992.1739803
2/11/2025 14:00,3,511.7739803,144,0,334,0,989.7739803,88,989.7739803
2/11/2025 15:00,3,511.7739803,144,0,334,0,989.7739803,52,989.7739803
2/11/2025 16:00,2.5,511.7739803,148,0,334,0,993.7739803,18,993.7739803
2/11/2025 17:00,2.2,511.7739803,150.4,0,334,0,996.1739803,2,996.1739803
2/11/2025 18:00,2.1,511.7739803,151.2,0,334,0,996.9739803,0,996.9739803
2/11/2025 19:00,1.9,511.7739803,152.8,0,334,0,998.5739803,0,998.5739803
2/11/2025 20:00,1.5,511.7739803,156,0,334,0,1001.77398,0,1001.77398
2/11/2025 21:00,1,511.7739803,160,0,334,0,1005.77398,0,1005.77398
2/11/2025 22:00,0.8,333.7656393,96.96,0,144,0,574.7256393,0,574.7256393
2/11/2025 23:00,0.3,333.7656393,99.36,0,144,0,577.1256393,0,577.1256393
2/12/2025 0:00,0.1,333.7656393,100.32,0,144,0,578.0856393,0,578.0856393
2/12/2025 1:00,0,333.7656393,100.8,0,144,0,578.5656393,0,578.5656393
2/12/2025 2:00,-0.4,333.7656393,102.72,0,144,0,580.4856393,0,580.4856393
2/12/2025 3:00,-0.9,333.7656393,105.12,0,144,0,582.8856393,0,582.8856393
2/12/2025 4:00,-1.3,333.7656393,107.04,0,144,0,584.8056393,0,584.8056393
2/12/2025 5:00,-1.6,333.7656393,108.48,0,144,0,586.2456393,0,586.2456393
2/12/2025 6:00,-1.7,511.7739803,181.6,0,334,0,1027.37398,0,1027.37398
2/12/2025 7:00,-2,511.7739803,184,0,334,0,1029.77398,0,1029.77398
2/12/2025 8:00,-2.1,511.7739803,184.8,0,334,0,1030.57398,32,1030.57398
2/12/2025 9:00,-1.9,511.7739803,183.2,0,334,0,1028.97398,102,1028.97398
2/12/2025 10:00,-1.7,511.7739803,181.6,0,334,0,1027.37398,175,1027.37398
2/12/2025 11:00,-1.1,511.7739803,176.8,0,334,0,1022.57398,216,1022.57398
2/12/2025 12:00,-0.6,511.7739803,172.8,0,334,0,1018.57398,221,1018.57398
2/12/2025 13:00,0.1,511.7739803,167.2,0,334,0,1012.97398,189,1012.97398
2/12/2025 14:00,0.1,511.7739803,167.2,0,334,0,1012.97398,138,1012.97398
2/12/2025 15:00,-0.8,511.7739803,174.4,0,334,0,1020.17398,86,1020.17398
2/12/2025 16:00,-0.9,511.7739803,175.2,0,334,0,1020.97398,34,1020.97398
2/12/2025 17:00,-1.3,511.7739803,178.4,0,334,0,1024.17398,4,1024.17398
2/12/2025 18:00,-1.4,511.7739803,179.2,0,334,0,1024.97398,0,1024.97398
2/12/2025 19:00,-1.7,511.7739803,181.6,0,334,0,1027.37398,0,1027.37398
2/12/2025 20:00,-2,511.7739803,184,0,334,0,1029.77398,0,1029.77398
2/12/2025 21:00,-2.5,511.7739803,188,0,334,0,1033.77398,0,1033.77398
2/12/2025 22:00,-3.1,333.7656393,115.68,0,144,0,593.4456393,0,593.4456393
2/12/2025 23:00,-3.9,333.7656393,119.52,0,144,0,597.2856393,0,597.2856393
2/13/2025 0:00,-4.5,333.7656393,122.4,0,144,0,600.1656393,0,600.1656393
2/13/2025 1:00,-4.2,333.7656393,120.96,0,144,0,598.7256393,0,598.7256393
2/13/2025 2:00,-4.5,333.7656393,122.4,0,144,0,600.1656393,0,600.1656393
2/13/2025 3:00,-4.8,333.7656393,123.84,0,144,0,601.6056393,0,601.6056393
2/13/2025 4:00,-5.7,333.7656393,128.16,0,144,0,605.9256393,0,605.9256393
2/13/2025 5:00,-6.5,333.7656393,132,0,144,0,609.7656393,0,609.7656393
2/13/2025 6:00,-6.8,511.7739803,222.4,0,334,0,1068.17398,0,1068.17398
2/13/2025 7:00,-7.4,511.7739803,227.2,0,334,0,1072.97398,0,1072.97398
2/13/2025 8:00,-8.4,511.7739803,235.2,0,334,0,1080.97398,38,1080.97398
2/13/2025 9:00,-6.4,511.7739803,219.2,0,334,0,1064.97398,121,1064.97398
2/13/2025 10:00,-4.2,511.7739803,201.6,0,334,0,1047.37398,207,1047.37398
2/13/2025 11:00,-2.8,511.7739803,190.4,0,334,0,1036.17398,259,1036.17398
2/13/2025 12:00,-0.9,511.7739803,175.2,0,334,0,1020.97398,273,1020.97398
2/13/2025 13:00,0.2,511.7739803,166.4,0,334,0,1012.17398,233,1012.17398
2/13/2025 14:00,-0.5,511.7739803,172,0,334,0,1017.77398,155,1017.77398
2/13/2025 15:00,-0.5,511.7739803,172,0,334,0,1017.77398,91,1017.77398
2/13/2025 16:00,-0.9,511.7739803,175.2,0,334,0,1020.97398,38,1020.97398
2/13/2025 17:00,-1.9,511.7739803,183.2,0,334,0,1028.97398,5,1028.97398
2/13/2025 18:00,-2.3,511.7739803,186.4,0,334,0,1032.17398,0,1032.17398
2/13/2025 19:00,-2.4,511.7739803,187.2,0,334,0,1032.97398,0,1032.97398
2/13/2025 20:00,-2.3,511.7739803,186.4,0,334,0,1032.17398,0,1032.17398
2/13/2025 21:00,-2.2,511.7739803,185.6,0,334,0,1031.37398,0,1031.37398
2/13/2025 22:00,-3,333.7656393,115.2,0,144,0,592.9656393,0,592.9656393
2/13/2025 23:00,-2.8,333.7656393,114.24,0,144,0,592.0056393,0,592.0056393
2/14/2025 0:00,-2.4,333.7656393,112.32,0,144,0,590.0856393,0,590.0856393
2/14/2025 1:00,-3.2,333.7656393,116.16,0,144,0,593.9256393,0,593.9256393
2/14/2025 2:00,-3.1,333.7656393,115.68,0,144,0,593.4456393,0,593.4456393
2/14/2025 3:00,-2.3,333.7656393,111.84,0,144,0,589.6056393,0,589.6056393
2/14/2025 4:00,-2.1,333.7656393,110.88,0,144,0,588.6456393,0,588.6456393
2/14/2025 5:00,-1.9,333.7656393,109.92,0,144,0,587.6856393,0,587.6856393
2/14/2025 6:00,-1.9,511.7739803,183.2,0,334,1200,2228.97398,0,2228.97398
2/14/2025 7:00,-2,511.7739803,184,0,334,1200,2229.77398,0,2229.77398
2/14/2025 8:00,-2,511.7739803,184,0,334,1200,2229.77398,19,2229.77398
2/14/2025 9:00,-2.1,511.7739803,184.8,0,334,1200,2230.57398,61,2230.57398
2/14/2025 10:00,-1.4,511.7739803,179.2,0,334,1200,2224.97398,112,2224.97398
2/14/2025 11:00,-0.9,511.7739803,175.2,0,334,1200,2220.97398,139,2220.97398
2/14/2025 12:00,-0.1,511.7739803,168.8,0,334,1200,2214.57398,129,2214.57398
2/14/2025 13:00,-0.6,511.7739803,172.8,0,334,1200,2218.57398,128,2218.57398
2/14/2025 14:00,-0.8,511.7739803,174.4,0,334,1200,2220.17398,119,2220.17398
